author,text
Poe,"      House, Mr. Osborne’s seat, about a mile from Penstruthal, in"
Poe,"      wildernesses of dreams, sprang up fantastic trees, whose tall"
Poe,"      his work, and turned his eyes from canvas merely, even to regard"
Poe,"      very kind and considerate, and have evinced your benevolence in"
Dickens,"filled my heart, and even the sight of you brings with it old thoughts"
Dickens,"were thrown up, or torn bodily out; there were tiers and tiers of faces"
Dickens,"“All. You gave me leave, at any time within a year, to renew the"
Dickens,"poured down, white hot, upon the ground. Women and children shrieked,"
Poe,"      direction, and our course was brought nearly at right angles to"
Poe,      in the Valley of the Many-Colored Grass. No unguided footstep
Poe,"      word, the powers of mind more particularly exercised were, with"
Poe,      few pertinaciously returning in upon the original object as a
Poe,"      in the next, while he yet gazed, he grew tremulous and very"
Poe,      “fashionable” or more strictly “of manners.”
Poe,"      her heart, and she examined with me its inmost recesses as we"
Poe,"      horror and astonishment, was that she bore up under a press of"
Dickens,sometimes hovers round that solemn nook. I believe it none the less
Dickens,cause. I thought it was a common quarrel.”
Poe,"      Mr. Rumgudgeon, that I called with Capt. Pratol on this very day,"
Dickens,laid bare the whole villainy which by these lights became plain as day.
Poe,      excuse for complying with our very natural wishes. But then we
Poe,"      yards in diameter, and from eighty to a hundred feet deep. It was"
Poe,"      with which, in my case, the powers of meditation (not to speak"
Poe,      belief.
Dickens,condition approached as nearly to one of perfect happiness as can ever
Dickens,“Just at dinner-time—two o’clock this afternoon. Charley and I made our
Poe,"      the winding sheet, plumped down by her side in high glee, and"
Dickens,"guilty of the two, in the eye of the law; for the law supposes that"
Dickens,"“And we know more than that,” resumed the first, “for she told us"
Dickens,"and how he put it on. There was an old fat gentleman on the bench, too,"
Poe,"      mouldering instruments of science, and obsolete long-forgotten"
Poe,"      innumerable vessels of all kinds, a few of which were endeavoring"
Poe,      the earth. This was the great obstacle to voyages of length.
Dickens,"“You have some papers,” said Mr. Brownlow advancing, “which were placed"
Poe,"      condition, to pass a night in the open air, was one of those"
Poe,      “THE JOURNAL.
Dickens,"Mr. and Mrs. Bumble, deprived of their situations, were gradually"
Poe,"      a voluminous cloud, which we had long watched in the regions of"
Dickens,bulk of his property he divided into two equal portions—one for Agnes
Dickens,I have not strength or spirits now.”
Poe,      backs—the tub of punch into the fire-place—and the ladies into
Poe,      there seemed to be a hushing influence in its flow. No murmur
Poe,"      “Sleep in peace! for the Spirit of Love reigneth and ruleth, and,"
Poe,"      vessel at sea,) and bears us, perhaps, thirty miles per hour, or"
Poe,"      sublimity, then trembled and tottered, and—came down."
Poe,"      resistance, but sat down as he was directed; while the gallant"
Poe,"      huge hull was of a deep dingy black, unrelieved by any of the"
Dickens,"wear it next her heart, as she had done before—and then ran on, wildly,"
Poe,"      “Hem!” said he, “good boy! go on!”"
Poe,"      a blowpipe, be reduced to an impalpable powder, which will float"
Poe,"      (*34) Although light travels 167,000 miles in a second, the"
Dickens,"“No, no, no!” returned the coward, overwhelmed by these accumulated"
Dickens,"burning hot at the idea of speedy death, he fell to counting the iron"
Dickens,"The body was in _its_ place, and its eyes were as he saw them when he"
Poe,"      inherited _ninety millions of pounds_, and justly observes that"
Poe,      therein.
Dickens,"window, in a voice that rose above all others, “Twenty guineas to the"
Dickens,"now, upon the very verge of death; but tell me where they are. You know"
Poe,      (*13) In mines and natural caves we find a species of
Dickens,willed otherwise—have made her my young wife; it is because my seared
Dickens,most unrelenting animosity; to vent upon it the hatred that I deeply
Poe,      intruders—nodded to them in a dignified manner with his head of
Poe,"      one by one, the white daisies shrank away, there sprang up in"
Poe,"      which it might be applied, there is something even of the"
Dickens,"already: they can prove Fagin an accessory before the fact, and get the"
Poe,"      doubt, that the alteration produced by her unhappy malady, in the"
Dickens,becoming more and more excited as he spoke. “Witness you three—I’m not
Poe,"      remained thus shut, I ran over in my mind my reason for so"
Dickens,so firmly against the door that it must be matter of great difficulty
Poe,      very tolerable headway with the propeller. We have had no
Poe,"      I wished all this done that I might resign myself, if not to"
Dickens,"truly happy; and without strong affection and humanity of heart, and"
Poe,"      arose from its bed, and so gently it wandered along, that the"
Dickens,"occasion of the destruction of these trinkets, and indeed are the more"
Dickens,"close-built low-roofed houses, there exists the filthiest, the"
Poe,"      all their dimness into magnificence, and shutting us up, as if"
Poe,"      aware, that since the setting of the sun, Berenice had been"
Dickens,"The dog advanced, retreated, paused an instant, and scoured away at his"
Poe,"      I found myself sitting in the library, and again sitting there"
Dickens,"turn his head than actually doing it: and said, “Is—it—the body—is it"
Poe,"      and vanilla-perfumed, but so besprinkled throughout with the"
Poe,      the earth.
Dickens,"his memory, or think the consequences of their sin would be visited on"
Poe,"      call it by no other appellation—my own disease, then, grew"
Poe,"      one of the two seamen we had taken up,) and in an instant hung"
Dickens,"proof thereof, remarks that Oliver did not come back after all; which"
Poe,      of my commonest thought. The realities of the world affected me
Dickens,"Oliver found himself, at three o’clock in the afternoon, in a"
Poe,      lately abandoned. We established ourselves in one of the smallest
Dickens,"to side, with a countenance more like that of a snared beast than the"
Dickens,"Crackit, another Mr. Chitling, and the third a robber of fifty years,"
Poe,      of them picked up by a large ship—seemingly one of the New York
Poe,      adventurers to exemption from the usual formalities of office:
Dickens,"The houses have no owners; they are broken open, and entered upon by"
Poe,"      mill-wheel, and before I could ascertain its meaning, I found the"
Dickens,Some of them might have inhabited that very cell—sat upon that very
Dickens,"contemplating, half in silence, and half in dogged wonder, the"
Dickens,crackled with the fever that burnt him up. Eight—nine—then. If it was
Poe,"      ship quivering to its centre. In the next instant, a wilderness"
Poe,      and bear to be examined with the strongest magnifiers. The whole
Dickens,"into a remote corner of Wales, changing his very name that his friends"
Poe,"      To every request, a positive “No!” was his immediate answer; but"
Poe,"      observation somewhat over-curious, but this wood would have every"
Dickens,"shouted, too, till he was hoarse; and flying from memory and himself,"
Poe,"      I found myself within a strange city, where all things might have"
Poe,      brains of the little gentleman with the gout. Rushing then with
Poe,"      and her character, and, in a manner the most subtle and terrible,"
Dickens,"Monks, “but where friendship fails, hatred will often force a way. My"
Dickens,"distant part of the New World; where, having quickly squandered it, he"
Dickens,"over, to the scene of his—I will use the term the world would freely"
Poe,      to him by Muskau’s account.
Poe,"      that, in a comparatively brief period, the best-constructed"
Dickens,"and knew it was defeated, they raised a cry of triumphant execration to"
Dickens,being rescued: and that a dispute on this head had led to their visit
Dickens,This might lead to his apprehension as he passed along the streets. He
Dickens,"“Yes,” added the second, “and it was a ‘locket and gold ring.’ We found"
Poe,"      but as the abstraction of such a being; not as a thing to admire,"
Poe,      negligently around his form after the fashion of a Spanish cloak.
Poe,"      knowledge which is of evil. They penetrate, however, rudderless"
Dickens,whose name had not been mentioned.
Dickens,"“Attend to what I do know, and you may not,” said Mr. Brownlow. “I"
Dickens,face bore a frightful scar which might probably be traced to the same
Poe,      despair.
Poe,"      and at intervals, stupendous ramparts of ice, towering away into"
Dickens,"crowd of emotions were wakened up in his breast, when they turned into"
Poe,      Pedro to close the heavy shutters of the room—since it was
Poe,      with us at the moment of our leaving port. I hallooed to him with
Poe,"      taking advantage of the moment before it is allowed to remelt, it"
Poe,"      an angle of forty-five degrees, a pair of huge goggle eyes rolled"
Poe,      Life itself!’ turned suddenly to regard his beloved:—She was
Poe,      I mentioned some time ago the bending of a studding-sail. From
Poe,      mountains in the South; but our elevation was more than
Poe,"      slept, for the cabins were deluged with water. Without"
Poe,"      Next to him, and at the right hand of the president, was a"
Dickens,"look of alarm, and pointed to the window. There were lights gleaming"
Dickens,"so. It is a standing and very favourite joke, for Mr. Brownlow to rally"
Poe,"      no doubt, a thrillingly interesting account of the voyage."
Dickens,"Rome, was joined by his wife, my mother, from whom he had been long"
Dickens,"Let the tears which fell, and the broken words which were exchanged in"
Dickens,"suddenly there arose upon the night-wind the noise of distant shouting,"
Poe,      and subdue my fancy for a more sober and more certain gaze. In a
Dickens,"stand upright with the pressing of the mob, and draggin him along"
Poe,"      similar way at the wrists, prevented him from helping himself too"
Poe,"      by means of slack-lime, so as to dispense altogether with fire,"
Dickens,the river blackest with the dust of colliers and the smoke of
Poe,"      Moultrie, it was immediately resolved to descend in its vicinity."
Poe,      interred. But of that dreary period which intervened I had no
Poe,"      centuries distinguished our race, came thronging with the fancies"
Poe,"      droop, and the hairs to shrink to the sides of the tube,"
Dickens,"Those dreadful walls of Newgate, which have hidden so much misery and"
Dickens,"Eleven! Another struck, before the voice of the previous hour had"
Dickens,"The cries and shrieks of those who were pressed almost to suffocation,"
Dickens,was very hot. There was one young man sketching his face in a little
Poe,"      as indeed the eyes of all at table, were glazed over with the"
Dickens,"“Yes,” he replied. “You—you—will be secret with me?”"
Dickens,"the door, and look upon the criminal as the officers brought him out."
Dickens,"emphatically in both hands, “the law is a ass—a idiot. If that’s the"
Poe,"      have ensued, had not the president, rapping upon the table with"
Poe,"      as visions, and as visions only, while the wild ideas of the land"
Dickens,"“Lock the door on the outside,” said Mr. Brownlow to the attendants,"
Poe,"      technically) busied and buried themselves, in the contemplation"
Poe,      thousand tons. Although upreared upon the summit of a wave more
Dickens,"the speaker. As Mr. Brownlow paused, he changed his position with the"
Poe,      drawers pricked up his ears; she of the shroud gasped like a
Poe,      reproached with the aridity of my genius; a deficiency of
Dickens,"public-house door—there was the workhouse, the dreary prison of his"
Poe,"      The shock of the descending mass struck her, consequently, in"
Poe,      which has for some distance run parallel to his path. The scene
Poe,"      disordered chamber of my brain, had not, alas! departed, and"
Dickens,"friend, if I could only see you now!”"
Dickens,"anxious faces, whether any reprieve had been received. These being"
Dickens,"too long, from the thoughts, of men, never held so dread a spectacle as"
Dickens,"that which he had traversed on foot: a poor houseless, wandering boy,"
Dickens,looking round to ascertain that his partner had left the room.
Poe,      sheet waved her nose to and fro; the gentleman in the cotton
Dickens,“He”—(none of them called the murderer by his old name)—“He can’t have
Poe,      “Ugh! ugh! ugh!” chuckled Tarpaulin without heeding the general
Poe,"      UNCLE. “My eyes!—well, Kate—well, Bobby!—this is a judgment upon"
Poe,"      freighted with cotton-wool and oil, from the Lachadive islands."
Dickens,"listening he had assumed upon his trial. “An old man, my Lord; a very"
Poe,"      comparison with the fervor, and the delirium, and the"
Poe,"      towered away into the atmosphere of the apartment, and were"
Poe,"      my own, the latter consideration is an evil. I shall never—I know"
Dickens,"you and this detested villain, is known to me. Shadows on the wall have"
Dickens,"with holes from which to look upon the slime beneath; windows, broken"
Dickens,as hopeless any further effort to maintain his usual devil-may-care
Dickens,"forgotten it, or ceased to think of it with bitterness,” returned Mr."
Dickens,"unavailing for a long time, but ultimately successful; and he went back"
Poe,"      consideration which she revealed to me, one evening at twilight,"
Dickens,"behind: above, below, on the right and on the left: he seemed to stand"
Poe,"      any degree the case. In the lucid intervals of my infirmity, her"
Poe,      that without a moment’s hesitation—in failure of which fulfilment
Dickens,"The dog, though. If any description of him were out, it would not be"
Poe,      involuntarily from their glassy stare to the contemplation of the
Poe,      and very low. What said he?—some broken sentences I heard. He
Dickens,"face of a man. His mind was evidently wandering to his old life, for he"
Dickens,"although the universal eagerness for his capture was, if possible,"
Poe,      insufferable anxiety oppressed me; a consuming curiosity pervaded
Poe,      for his accommodation. Legs to all this offered not the slightest
Poe,"      extraordinary, but to my fancy, a by no means unreasonable or"
Dickens,"It was not until the night of this last awful day, that a withering"
Dickens,"penitent confession, and prayers to God to help her. He had palmed a"
Dickens,almost every one of which he had some slight incident connected—there
Poe,"      supposition of this kind. What she is not, I can easily"
Poe,"      (*19) “The _Entozoa_, or intestinal worms, have repeatedly been"
Poe,      quivering—oh God! and—going down.
Poe,      a maiden artless and innocent as the brief life she had led among
Poe,      of even the most ordinary objects of the universe.
Poe,"      We were at the bottom of one of these abysses, when a quick"
Poe,"      folly on my part, for the people will not see. It was but just"
Poe,      ever came upon that vale; for it lay away up among a range of
Poe,"      of eternity, and thrill, in awakening, to find that they have"
Dickens,"and think a mighty palace, but which had somehow fallen off in grandeur"
Poe,"      my spirit. Staggering as far aft as I could, I awaited fearlessly"
Poe,      natural cause which can account for such effect. I must suppose
Dickens,"reference to me,” said Rose, “pray let me hear them at some other time."
Poe,"      At sight of this extraordinary assembly, and of their still more"
Poe,"      that, having done so, I had died!"
Poe,"      I had lived with the old gentleman all my life. My parents, in"
Poe,"      encircled domain, there crept out a narrow and deep river,"
Dickens,"was Gamfield’s cart, the very cart he used to have, standing at the old"
Dickens,"was doing who was to be hanged to-morrow, would have slept but ill that"
Poe,"      we soared over them in fine style; and Mr. Ainsworth, with the"
Poe,"      hand with difficulty, rather than disturb my slumbering valet, I"
Dickens,"had seen some of them die,—and had joked too, because they died with"
Poe,"      not long after our interview in the dining-room, to take a very"
Poe,      shudder in regarding it? These things were in no manner to be
Poe,"      Bobbing up and down, for a few seconds, like an apple in a bowl"
Poe,"      chamber, and with its volumes—of which latter I will say no more."
Poe,"      being to reduce inequalities of the surface below, to nearly a"
Poe,"      monarch. He muttered to himself, as did the first seaman whom I"
Dickens,"The noise subsided, and he was asked if he had anything to say why"
Dickens,"in the same strained attitude of close attention, with his gaze bent on"
Dickens,"In each and all he has since become famous throughout the neighborhood,"
Poe,      impetuous under-tow.
Poe,"      when it spread all at once to the eastward and westward, girting"
Poe,"      west, at a rapid pace. The sea is peculiarly phosphorescent."
Dickens,"front, who immediately began to pour round, pressing upon each other in"
Dickens,raising his eyes. “You know what became of them.”
Dickens,"were to hear no more that night, Mr. Losberne and Mr. Grimwig entered"
Dickens,"her shame, if he had lived, and prayed her, if he died, not to curse"
Poe,"      weight, for it is remedied, or counteracted, in an exactly just"
Dickens,"another form of knell, with mockery added to the warning."
Poe,      atmosphere—or the uncertain twilight of the chamber—or the gray
Poe,      Among the numerous train of maladies superinduced by that fatal
Poe,      idea—must have prevented even its momentary entertainment.
Poe,"      change which must befall Humanity, she thenceforward dwelt only"
Poe,"      We will say, then, that I am mad. I grant, at least, that there"
Poe,"      united weights of the party amounting only to about 1200, there"
Dickens,"“I never saw you before,” said Rose faintly."
Poe,"      exertion to keep her mouth closed and look dignified, in a dress"
Dickens,"“He came to me, and left with me, among some other things, a picture—a"
Dickens,"eye of the law, the law is a bachelor; and the worst I wish the law is,"
Dickens,"prayer. Say only one, upon your knees, with me, and we will talk till"
Dickens,"it, it was a thriving place; but now it is a desolate island indeed."
Dickens,"have more fortitude than this, I am sure. Do you know this young lady,"
Poe,"      On the table beside me burned a lamp, and near it lay a little"
Poe,"      shadow—vague, variable, indefinite, unsteady; and like a shadow,"
Poe,"      To conceive the horror of my sensations is, I presume, utterly"
Poe,      respective titles of ‘His Grace the Arch Duke Pest-Iferous’—‘His
Dickens,"in the West Indies—whither, as you well know, you retired upon your"
Dickens,“Why isn’t it!” he retorted with the same glance behind him. “Wot do
Dickens,"streets by night and day, but until two hours ago, all my efforts were"
Dickens,"you have deeply injured, seat yourself, without a word, in that chair."
Poe,"      the world without the valley—I, and my cousin, and her mother."
Poe,      neatly-folded studding-sail which lay near me on a barrel. The
Poe,      this levity is immediately counteracted by the additional weight
Poe,"      existence, but in very deed that existence utterly and solely in"
Poe,"      each, in foreign travel. In company with these gentlemen, my"
Dickens,"A dog, which had lain concealed till now, ran backwards and forwards on"
Poe,"      Hugh Tarpaulin, he rolled it over and over in an instant. Out"
Poe,      existence. You deny it?—let us not argue the matter. Convinced
Poe,      profound—does not spring from disease of thought—from moods of
Poe,"      carpeted all by a soft green grass, thick, short, perfectly even,"
Dickens,"with him, that’s arrived sooner than was expected from foreign parts,"
Poe,"      made the most sturdy defence; but the amount extorted from him,"
Poe,"      feelings with me, _had never been_ of the heart, and my passions"
Dickens,"back; and thus, when the murderer emerged at last on the house-top by"
Poe,"      The extreme fury of the blast proved, in a great measure, the"
Dickens,can’t be coming here. I—I—hope not.”
Dickens,"fortnight I have learnt it all. You have a brother; you know it, and"
Poe,      is considerably smaller. The balloon is furnished besides with a
Poe,      reconcile me to the most hideous aspect of death. It is evident
Poe,"      of gas, is a proportionate general loss of ascending power; so"
Dickens,"village near; it was on the night when he returned home, assured that"
Dickens,"place he passes through. If you step this way, you can see the door he"
Dickens,"hate, which, even then, he could not dissemble, at the astonished boy,"
Poe,"      hardly tell. An indefinite sense of awe, which at first sight of"
Dickens,"ballast-heavers, coal-whippers, brazen women, ragged children, and the"
Poe,"      by an object usually _not_ frivolous, imperceptibly loses sight"
Poe,"      Only in imagination. The fact is, some trivial discrepancy _did_"
Poe,      it. You know me—_I’m a man of my word_—now be off!” Here he
Poe,      There was about it an evidence of great age and infirmity. His
Dickens,"journeyed towards his birth-place by a road he had never seen, how the"
Poe,      undivided empire under the title of ‘King Pest the First.’
Dickens,of a similar kind: all undertaken with his characteristic impetuosity.
Dickens,"said Rose firmly. “If I ever owed a strict and rigid duty to her, whose"
Poe,      astonished. Crossing the ocean in a balloon is not so difficult a
Poe,"      designated the oval portrait, I there read the vague and quaint"
Poe,      growing out of its head. This most peculiar and extraordinary
Dickens,"“The sessions are on,” said Kags: “if they get the inquest over, and"
Poe,"      chimerical proposition, in which he was instantly seconded by Mr."
Dickens,"“You shut the door the night old Sally died,” said the foremost one,"
Poe,      coffin seemed exceedingly nettled; and serious consequences might
Dickens,"were two, dated on the night his illness first came on, directed to"
Poe,      miracles that our enormous bulk is not swallowed up at once and
Dickens,"the windows, seeing those upon the bridges pouring back, quitted their"
Dickens,“Oh! God forgive this wretched man!” cried the boy with a burst of
Poe,"      covered with sand, gravel, and sea shells, fresh as if the tide"
Poe,      meditation. Are such things the operation of ungoverned chance? I
Dickens,"Before his removal, he had managed to contract a strong friendship for"
Poe,"      please your majesty, be so good as to take the will for the"
Poe,"      valiant Legs slammed the door down upon him with an oath, and"
Poe,"      with you, to-day is Sunday—and thus, with Pratt, to-morrow will"
Poe,"      buoy dipped, and at the touch of the second soon afterwards, we"
Dickens,the low tones of her sweet voice in the moonlit evening walk; I would
Poe,"      UNCLE. “I don’t know any such thing, you huzzy! How should I? I"
Dickens,"terrified group beside him, and explained that the Jew, who had been"
Poe,"      shuddered in her presence, and grew pale at her approach; yet,"
Dickens,"shedding on her secluded path in life soft and gentle light, that fell"
Poe,      atmosphere was most unpleasant; but the ample space in the car
Poe,"      cousin. We had always dwelled together, beneath a tropical sun,"
Poe,      draperies which fell around her figure—that caused in it so
Poe,      and the distance. But little time will be left me to ponder upon
Poe,"      stood in the very midst of them all, seemed utterly unconscious"
Poe,"      handkerchiefs. We kept on in this manner throughout the day, with"
Poe,"      This is unquestionably the most stupendous, the most interesting,"
Dickens,"seen how he looked about him, all muddy and bleeding, and clung to them"
Dickens,The day passed off. Day? There was no day; it was gone as soon as
Poe,"      grave was ready for its tenant, and all the preparations for the"
Dickens,"“Is the young gentleman to come too, sir?” said the man whose duty it"
Dickens,"door first. If I shake and tremble, as we pass the gallows, don’t you"
Dickens,“Where can he have come from!” exclaimed Toby. “He’s been to the other
Poe,      terror more terrible from ambiguity. It was a fearful page in the
Dickens,"lucky up the wash-us chimney, and Bolter got into the empty water-butt,"
Dickens,"his countenance nothing but severity and determination, walked into the"
Poe,      and she sighed as if a deadly burthen had been taken from her
Poe,"      light wicker, and is wonderfully strong, for so frail looking a"
Dickens,"dear Rose, think what you have heard to-night.”"
Dickens,"her dead sister’s child happy in their love for one another, and"
Poe,"      A feeling, for which I have no name, has taken possession of my"
Poe,"      and although the speaker was close at my elbow, his voice seemed"
Dickens,"He looked, wistfully, into their faces, one by one when they passed"
Dickens,"discontent and poverty for the child’s unhappiness, but told the"
Dickens,"The judge assumed the black cap, and the prisoner still stood with the"
Poe,      “Analogous experiments in respect to sound produce analogous
Poe,"      total wreck of her fair and gentle life, I did not fail to"
Dickens,"bad passions of you his only son, who had been trained to hate him; and"
Dickens,"debts as were outstanding, discharged them, and left the place by"
Poe,"      for many weeks in the dark, high turret-chamber where the light"
Poe,"      Against a pretty stiff breeze, I feel convinced, we can make our"
Poe,      opinion upon that.”
Poe,      seats.
Dickens,"foundations; every repulsive lineament of poverty, every loathsome"
Dickens,this day the villagers have never been able to discover to which
Dickens,“What’s this to me?” asked Monks.
Dickens,something to him. He regained his strength and energy at the prospect
Poe,"      what business ye have here, rigged off like the foul fiends, and"
Dickens,"The same kind friend had, with Mr. Losberne’s assistance, cautiously"
Poe,      And the evening closed in upon me thus—and then the darkness
Poe,"      mizen-mast, looked out bitterly into the world of ocean. We had"
Poe,"      _moral_ condition of Berenice, would afford me many objects for"
Dickens,"group; I would follow her through the sultry fields at noon, and hear"
Dickens,thronged pell-mell to the spot they had left: each man crushing and
Dickens,"The door of the cell opened, and the attendants returned."
Poe,"      bespeak him more or less than man, still, a feeling of"
Dickens,raved and blasphemed; and at another howled and tore his hair.
Poe,"      At length, having spoken one day, in tears, of the last sad"
Poe,"      bosom, stirred not at all, but lay in a motionless content, each"
Poe,      this insect the natives make a coloring for tattooing.
Dickens,"began to busy itself with the fashion of his dress, and what it cost,"
Poe,"      see daily are really extinct, is not impossible—not even"
Dickens,"Soon after the marriage of the young people, the worthy doctor returned"
Poe,"      the radiant loveliness of women, bewildered and intoxicated my"
Dickens,any further gain. Where are those papers?”
Dickens,"door of the chief hotel (which Oliver used to stare up at, with awe,"
Poe,"      extreme _haut ton_, however, pervaded her whole appearance; she"
Poe,"      only. As the stronger party, however, we overruled their fears,"
Poe,"      that in these dominions I am monarch, and here rule with"
Poe,"      I have been at some trouble in explaining, yet such was not in"
Dickens,"At length, when nine o’clock had come, and they began to think they"
Dickens,"home, died the chief remaining members of his friend Fagin’s gang."
Poe,      and primary one which effected a revolution of so horrible a kind
Poe,"      repugnance to “the humanities” had, also, much increased of late,"
Dickens,"death-bed, she bequeathed these secrets to me, together with her"
Poe,      plum—let me see! when shall it be? To-day’s Sunday—isn’t it?
Dickens,"“You will be prompt,” said Mr. Brownlow. “A word from me, and the"
Poe,      Found the ascending force greater than we had expected; and as we
Dickens,"“This,” said the man, stopping in a gloomy passage where a couple of"
Dickens,"window; he made no attempt to follow them, nor was his master to be"
Dickens,above each other to see his face: some hastily applying their glasses
Poe,"      entirely remodelled, for fear of serious accident—I mean the"
Poe,"      guide-rope; but even when we had raised it clear of the earth, we"
Poe,"      inclinations, as it has been demonstrated (in a problem involving"
Poe,      (*16) The bees—ever since bees were—have been constructing their
Poe,"      his associates; and as he lay reclining against his tressel, at"
Poe,"      always mixed up with such indistinct shadows of recollection, an"
Poe,"      of eternity, without taking a final plunge into the abyss. From"
Poe,"      At this unpardonable piece of ill-breeding, all the original"
Dickens,"came again, and looking back he saw that the jurymen had turned towards"
Dickens,"coming laden from the burning pile, amidst a shower of falling sparks,"
Dickens,"Monks muttered some unintelligible words, but wavered still."
Poe,"      pressure of the tempest, finally righted."
Poe,      whence it had issued. We called it the “River of Silence”; for
Dickens,it rusted and cankered at your father’s heart for years.”
Dickens,"conversed apart. Once, Mrs. Maylie was called away, and after being"
Poe,"      of the table, to the vicinity of the little consumptive lady in"
Dickens,"distinctness every word that fell from the presiding judge, who was"
Poe,      anticipate the rising of the London sun by no less than
Dickens,"mother found it, after a year of cunning search—ay, and found the"
Dickens,"“Good boy, Charley—well done—” he mumbled. “Oliver, too, ha! ha! ha!"
Dickens,"act, to seek to change it.”"
Poe,"      out, as if hurriedly extinguished by some unaccountable power. It"
Dickens,"died the day after her arrival, leaving no will—_no will_—so that the"
Poe,"      Heaven, of thy vows unto Eleonora.”"
Dickens,with every aggravation that her violent hate—I love her for it
Poe,      this position a thousand miles east. Of course I anticipate the
Poe,      epilepsy not unfrequently terminating in _trance_ itself—trance
Dickens,"friends resided, he gratified the only remaining wish of Oliver’s warm"
Poe,"      impossible to maintain a footing, although the crew seem to"
Dickens,"“No, no,” interposed Monks. “I—I knew nothing of that; I was going to"
Dickens,"Then came the night—dark, dismal, silent night. Other watchers are glad"
Poe,"      saying,” said he, “I was saying when Mr. King Pest poked in his"
Poe,      of ice with which the network had become encrusted during the
Poe,"      nevertheless, which it was no doubt found impossible to confine,"
Poe,"      the stigma, it covers it with pollen sufficient for its"
Dickens,It has waited for you two whole days.”
Poe,"      after his own fashion, was a man of his word, beyond doubt. This"
Dickens,"There was a short silence, after which Toby Crackit, seeming to abandon"
Poe,      “Treason!” screamed the Arch Duchess Ana-Pest.
Poe,      irrepressible reverence and awe mingled with the sensation of
Dickens,seeds of all he wished him to become—how he traced in him new traits of
Dickens,"your mind—you, Edward Leeford, do you still brave me!”"
Dickens,thick breath; it was the very ghost of Sikes.
Dickens,"He led them into a stone kitchen, fitted with coppers for dressing the"
Poe,      had been so imprudent as to broach the subject ourselves. Not to
Dickens,"his old accomplice and confidant, had a large reward for keeping Oliver"
Poe,      scream from my companion broke fearfully upon the night. “See!
Poe,      courage to say—between what I did and what I had half a mind to
Poe,      for himself.
Dickens,"trusting patiently to him, until she trusted too far, and lost what"
Dickens,"At length there was a cry of silence, and a breathless look from all"
Poe,"      completely absorbed, we became involved in a strong current of"
Poe,      (*3) Balzac—in substance—I do not remember the words
Poe,"      For about half an hour the conversation ran upon ordinary topics,"
Poe,"      (*4) In Iceland, 1783."
Dickens,"of waterside people, and devoted to the traffic they may be supposed to"
Dickens,"asseveration, that his mode is the right one. On Sundays, he never"
Dickens,"“I never saw him in all my life,” said Mr. Bumble."
Dickens,"“See there, there!” cried Oliver, eagerly clasping the hand of Rose,"
Poe,      to reach my ears from the distance of a mile.
Poe,      Tim Hurlygurly the stage-player!—why! it’s quite another guess
Dickens,"“Why, look’e, young gentleman,” said Toby, “when a man keeps himself so"
Poe,"      gale freshened into an absolute hurricane, and the ocean beneath"
Poe,"      flowers. Thus it was that we lived all alone, knowing nothing of"
Dickens,hours there. It was like sitting in a vault strewn with dead bodies—the
Poe,      they all bore about them the marks of a hoary old age. Their
Dickens,"Monks was plainly disconcerted, and alarmed besides. He hesitated."
Dickens,intelligence of the dreadful occurrences that so recently taken place.
Poe,      the laws but to obey them.”
Dickens,unfortunate little circumstance will not deprive me of my porochial
Poe,"      success for mere safety to my insignificant person, but for the"
Dickens,"unconditionally; but if a boy, only on the stipulation that in his"
Dickens,"use, for worldly harshness or favour are now alike to him—of his guilty"
Poe,      counting from shore to shore. No serious accident occurred. No
Poe,      more admirable than the painting itself. But it could have been
Poe,"      salvation of the ship. Although completely water-logged, yet, as"
Poe,"      minutes afterward, the line of breakers on the coast appeared"
Dickens,"and bedstead; and casting his blood-shot eyes upon the ground, tried to"
Poe,      balloon for four or five days (these gales often last longer) and
Poe,"      of aerial forms—of spiritual and meaning eyes—of sounds, musical"
Dickens,"been sacrificed, as others are often—it is no uncommon case—died, and"
Poe,"      impregnation, in consequence of which the flower soon begins to"
Poe,"      lady by his side to a skull of liqueur, and pouring out a second"
Poe,"      honest shipmate, Will Wimble, the undertaker!”"
Dickens,"Mr. Grimwig, which that eccentric gentleman cordially reciprocated. He"
Poe,"      shop of Will Wimble the undertaker—a man whom we know not, and"
Dickens,"confinement for some fresh act of fraud and knavery, at length sunk"
Poe,"      through a shadowy gorge, among hills still dimmer than those"
Poe,"      scene; while coffins, and other wares appertaining to the shop of"
Dickens,"intelligence with my previous knowledge, and the result of our good"
Dickens,"scene. By degrees they fell off, one by one; and, for an hour, in the"
Poe,      deed—for by no manner of means either can I or will I swallow
Poe,      itself.
Poe,      individual person of the party; every one of whom seemed to
Dickens,"eleven years old, and your father but one-and-thirty—for he was, I"
Poe,      wonder with which I regarded him. In stature he is nearly my own
Poe,      quantity of hydrogen could not be maintained in equal purity for
Dickens,"The twilight was beginning to close in, when Mr. Brownlow alighted from"
Poe,"      amphitheatre, the summit of whose walls is lost in the darkness"
Dickens,fails to criticise the sermon to the young clergyman’s face: always
Dickens,"This salutation was addressed to Mr. Brownlow, who had stepped up to"
Poe,"      occasionally pricked up in a spasm, at the sound of the drawing"
Dickens,to their eyes: and others whispering their neighbours with looks
Poe,"      But the void within my heart refused, even thus, to be filled. I"
